?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/PATO_0001650>	"A resistance to a stimulus which is relatively high."	
<http://purl.obolibrary.org/obo/GO_0051606>	"The series of events in which a stimulus is received by a cell or organism and converted into a molecular signal."	
<http://purl.obolibrary.org/obo/PATO_0002270>	"An increased number of physical objects that are accumulated within another physical object usually as a result of a failure to break down or remove objects in a timely manner."	
<http://purl.obolibrary.org/obo/PATO_0000087>		
<http://purl.obolibrary.org/obo/PATO_0000920>		
<http://purl.obolibrary.org/obo/PATO_0001312>	"A duration of temperature which is greater relative to the normal or average in respect to the quality of temperature of enduring or continuing in time."	
<http://purl.obolibrary.org/obo/PATO_0070007>	"A cell morphology that inheres in neurons which are large and non-spiny, with dendrites radiating in a multipolar or bitufted pattern, often favouring the descending side, and axons that ascend directly from the superficial side of the soma, and travel upward without branching."	"ilxtr:MartinottiPhenotype"
<http://purl.obolibrary.org/obo/UBERON_8000007>	"Right part of the organism dorsal to a horizontal plane and bounded on one side by the same transverse plane."	
<http://purl.obolibrary.org/obo/GO_0050805>	"Any process that stops, prevents, or reduces the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse."	
<http://purl.obolibrary.org/obo/GO_1901607>	"The chemical reactions and pathways resulting in the formation of an alpha-amino acid."	
<http://purl.obolibrary.org/obo/PATO_0001625>	"A functional quality held by the bearer when the latter exhibits increased ability to perform a regular function(s)."	
<http://purl.obolibrary.org/obo/PATO_0000161>	"A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time."	
<http://purl.obolibrary.org/obo/GO_2000026>	"Any process that modulates the frequency, rate or extent of multicellular organismal development."	
<http://purl.obolibrary.org/obo/GO_0042692>	"The process in which a relatively unspecialized cell acquires specialized features of a muscle cell."	
<http://purl.obolibrary.org/obo/CL_2000044>	"Any microvascular endothelial cell that is part of a brain."	
<http://purl.obolibrary.org/obo/NCBITaxon_1206794>		"GC_ID:1"
<http://purl.obolibrary.org/obo/PATO_0000084>		
<http://purl.obolibrary.org/obo/GO_0007399>	"The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."	
<http://purl.obolibrary.org/obo/GO_1903538>	"Any process that modulates the frequency, rate or extent of meiotic cell cycle process involved in oocyte maturation."	
<http://purl.obolibrary.org/obo/UBERON_0003408>	"A gland that is part of a digestive tract [Automatically generated definition]."	"EMAPA:18815 MA:0003202"
<http://purl.obolibrary.org/obo/UBERON_0005056>	"An external genitalia that is part of a female reproductive system [Automatically generated definition]."	"galen:FemaleExternalGenitalia FMA:45649 BTO:0003100 SCTID:362234008 EMAPA:30984"
<http://purl.obolibrary.org/obo/UBERON_0001085>	"A zone of skin that is part of a trunk [Automatically generated definition]."	"NCIT:C12295 FMA:12167 SCTID:181489001 FMA:23093 MA:0000517"
<http://purl.obolibrary.org/obo/CL_0002086>	"A cardiac myocyte that is an excitable cells in the myocardium, specifically in the conducting system of heart."	"FMA:67968"
<http://purl.obolibrary.org/obo/PATO_0000396>	"An intensity which is extremely bad or unpleasant in type or degree or effect or force."	
<http://purl.obolibrary.org/obo/GO_0048645>	"The process pertaining to the initial formation of an animal organ from unspecified parts. The process begins with the specific processes that contribute to the appearance of the discrete structure, such as inductive events, and ends when the structural rudiment of the organ is recognizable, such as a condensation of mesenchymal cells into the organ rudiment. Organs are a natural part or structure in an animal or a plant, capable of performing some special action (termed its function), which is essential to the life or well-being of the whole. The heart and lungs are organs of animals, and the petal and leaf are organs of plants. In animals the organs are generally made up of several tissues, one of which usually predominates, and determines the principal function of the organ."	
<http://purl.obolibrary.org/obo/GO_0021753>	"The process whose specific outcome is the progression of the superior salivary nucleus over time, from its formation to the mature structure."	
<http://purl.obolibrary.org/obo/CL_0000024>	"An undifferentiated germ cell that proliferates rapidly and gives rise to oocytes."	"FMA:83673"
<http://purl.obolibrary.org/obo/UBERON_0005805>	"The dorsal aorta is a blood vessel in a single-pass circulatory system that carries oxygenated blood from the gills to the rest of the body. In a single-pass circulatory system blood passes once through the heart to supply the body once."	"ZFA:0000014 Wikipedia:Dorsal_aorta EHDAA:402 XAO:0000051 EMAPA:18606 VHOG:0000264 TAO:0000014 BTO:0004673 SCTID:338637006 AAO:0011029"
<http://purl.obolibrary.org/obo/GO_0045765>	"Any process that modulates the frequency, rate or extent of angiogenesis."	
<http://purl.obolibrary.org/obo/PATO_0001602>	"A size quality inhering in a bearer by virtue of the bearer's being abnormally expanded or increased in size."	
<http://purl.obolibrary.org/obo/UBERON_0011299>	"A partion of white matter that is part of a telencephalon. This can be further subdivided in some species, for example, into hemisphere white matter and the corpus callosum."	"FMA:83930 ZFA:0000597 TAO:0000597 BIRNLEX:1075 HBA:9230 HBA:9219"
<http://purl.obolibrary.org/obo/UBERON_0004756>	"Dermis-derived entity that is made of skeletal tissue."	
<http://purl.obolibrary.org/obo/PATO_0001150>		
<http://purl.obolibrary.org/obo/PATO_0045022>	"A fluid flow which is relatively normal or average."	
<http://purl.obolibrary.org/obo/PATO_0002483>	"Positional quality in which an entity is located outside of another entity."	
<http://purl.obolibrary.org/obo/GO_0150099>	"Cell-cell signaling that mediates the transfer of information from a neuron to a glial cell. This signaling has been shown to be mediated by various molecules released by different types of neurons, e.g. glutamate, gamma-amino butyric acid (GABA), noradrenaline, acetylcholine, dopamine and adenosine."	
<http://purl.obolibrary.org/obo/PATO_0001342>	"A S. cerevisiae mating type."	
<http://purl.obolibrary.org/obo/GO_0061309>	"The process aimed at the progression of a cardiac neural crest cell over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell that contributes to the shaping of the outflow tract."	
<http://purl.obolibrary.org/obo/UBERON_0035553>	"Any chamber of the left side of the heart."	"SCTID:362008007 FMA:7166"
<http://purl.obolibrary.org/obo/CL_0000103>	"A type of interneuron that has two neurites, usually an axon and a dendrite, extending from opposite poles of an ovoid cell body."	"FMA:67282"
<http://purl.obolibrary.org/obo/PATO_0001808>	"A sensitivity to irradiation which is relatively high."	
<http://purl.obolibrary.org/obo/PATO_0000600>	"A width which is relatively large."	
<http://purl.obolibrary.org/obo/GO_0090166>	"A cellular process that results in the breakdown of a Golgi apparatus that contributes to Golgi inheritance."	
<http://purl.obolibrary.org/obo/PATO_0001915>	"A spatial quality inhering in a bearer by virtue of the bearer's being located toward the front and upper surface of an organism relative to another entity."	
<http://purl.obolibrary.org/obo/GO_0015630>	"The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."	
<http://purl.obolibrary.org/obo/UBERON_0007285>	"The part of the blastula that has the potential to develop into a paraxial mesoderm."	"XAO:0004134 EFO:0003443 ZFA:0000591 TAO:0000591"
<http://purl.obolibrary.org/obo/PATO_0001617>	"A morphological quality inhering in a bearer by virtue of the bearer's being distorted in form."	
<http://purl.obolibrary.org/obo/GO_0032501>	"Any biological process, occurring at the level of a multicellular organism, pertinent to its function."	
<http://purl.obolibrary.org/obo/GO_0003231>	"The process whose specific outcome is the progression of a cardiac ventricle over time, from its formation to the mature structure. A cardiac ventricle receives blood from a cardiac atrium and pumps it out of the heart."	
<http://purl.obolibrary.org/obo/PATO_0000301>		
<http://purl.obolibrary.org/obo/PATO_0000567>		
<http://purl.obolibrary.org/obo/GO_0048522>	"Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."	
<http://purl.obolibrary.org/obo/UBERON_0000075>	"Anatomical cluster consisting of the skeletal elements and articular elements that are part of an individual subdivision of the organism."	"FMA:85544 NCIT:C34076 galen:ComplexSkeletalStructure SCTID:118966000"
<http://purl.obolibrary.org/obo/GO_0061549>	"The process whose specific outcome is the progression of a sympathetic ganglion over time, from its formation to the mature structure."	
<http://purl.obolibrary.org/obo/GO_0060142>	"Any process that modulates the frequency, rate or extent of the formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane, by the fusion of the plasma membranes of two or more individual cells."	
<http://purl.obolibrary.org/obo/GO_0036093>	"The multiplication or reproduction of germ cells, reproductive cells in multicellular organisms, resulting in the expansion of a cell population."	
<http://purl.obolibrary.org/obo/GO_0050775>	"Any process that activates or increases the frequency, rate or extent of dendrite morphogenesis."	
<http://purl.obolibrary.org/obo/GO_0002070>	"The developmental process, independent of morphogenetic (shape) change, that is required for an epithelial cell to attain its fully functional state. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."	
<http://purl.obolibrary.org/obo/GO_0060136>	"A reproductive process occurring in the embryo or fetus that allows the embryo or fetus to develop within the mother."	
<http://purl.obolibrary.org/obo/UBERON_0002298>	"Stalk-like part of the brain that includes amongst its parts the medulla oblongata of the hindbrain and the tegmentum of the midbrain[ZFA,MP,generalized]."	"ZFA:0001707 MBA:343 SCTID:180925009 Wikipedia:Brainstem EMAPA:32678 FMA:79876 MESH:D001933 TAO:0002156 VHOG:0001457 EV:0100241 BIRNLEX:1565 MA:0000169 CALOHA:TS-0093 BTO:0000146 BAMS:BS NCIT:C12441 EFO:0001962"
<http://purl.obolibrary.org/obo/PATO_0001609>	"A spatial pattern inhering in a bearer by virtue of the bearer's being scattered; spread irregularly, and at a distance from each other."	
<http://purl.obolibrary.org/obo/GO_0046534>	"Any process that activates or increases the frequency, rate or extent of photoreceptor cell differentiation. An example of this process is found in Drosophila melanogaster."	
<http://purl.obolibrary.org/obo/UBERON_0007831>	"A subdivision of a limb or fin skeleton consisting of bones which connects the upper limb or fin to the axial skeleton on each side. It consists of the clavicle and scapula in humans and, in those species with three bones in the pectoral girdle, the coracoid. Some mammalian species (e.g. the dog and the horse) have only the scapula. In humans, the only joints between the shoulder girdle and axial skeleton are the sternoclavicular joints on each side. No joint exists between each scapula and the rib cage; instead the muscular connection between the two permits relatively great mobility of the shoulder girdle in relation to the pelvic girdle. In those species having only the scapula, no joint exists between the forelimb and the thorax, the only attachment being muscular[WP]. Examples: There are only two instances, right and left pectoral girdle skeletons."	"TAO:0000407 VSAO:0000156 VHOG:0001156 EHDAA2:0001420 AAO:0000422 AAO:0000754 FMA:24141 XAO:0003063 MIAA:0000181 MAT:0000181 EFO:0000946 ZFA:0000407 Wikipedia:Pectoral_girdle NCIT:C33547"
